Freq.	V(n003)
4.23429189189186e+004	1.83154640540127e-007,4.27961108244862e-004
4.24430180180177e+004	1.88315790547176e-007,4.33949015957680e-004
4.25431171171168e+004	1.93683078400931e-007,4.40089672747397e-004
4.26432162162159e+004	1.99267463840842e-007,4.46389050594043e-004
4.27433153153150e+004	2.05080640487973e-007,4.52853436671135e-004
4.28434144144141e+004	2.11135095441139e-007,4.59489454419375e-004
4.29435135135132e+004	2.17444174587141e-007,4.66304086334021e-004
4.30436126126123e+004	2.24022154259279e-007,4.73304698630756e-004
4.31437117117114e+004	2.30884319958530e-007,4.80499067973226e-004
4.32438108108105e+004	2.38047052943473e-007,4.87895410466136e-004
4.33439099099096e+004	2.45527925599946e-007,4.95502413141161e-004
4.34440090090087e+004	2.53345806621760e-007,5.03329268189360e-004
4.35441081081078e+004	2.61520977171962e-007,5.11385710223718e-004
4.36442072072069e+004	2.70075259353332e-007,5.19682056889432e-004
4.37443063063060e+004	2.79032158500215e-007,5.28229253178151e-004
4.38444054054051e+004	2.88417021015975e-007,5.37038919846408e-004
4.39445045045042e+004	2.98257209725967e-007,5.46123406388648e-004
4.40446036036033e+004	3.08582299001128e-007,5.55495849072658e-004
4.41447027027024e+004	3.19424292239035e-007,5.65170234610969e-004
4.42448018018014e+004	3.30817864676121e-007,5.75161470117258e-004
4.43449009009005e+004	3.42800634957031e-007,5.85485460083685e-004
4.44449999999996e+004	3.55413469416883e-007,5.96159191215172e-004
4.45450990990987e+004	3.68700823654841e-007,6.07200826072456e-004
4.46451981981978e+004	3.82711126710559e-007,6.18629806609793e-004
4.47452972972969e+004	3.97497214021188e-007,6.30466968848933e-004
4.48453963963960e+004	4.13116816362353e-007,6.42734670112297e-004
4.49454954954951e+004	4.29633113195063e-007,6.55456930449950e-004
4.50455945945942e+004	4.47115360292271e-007,6.68659590142664e-004
4.51456936936933e+004	4.65639603254072e-007,6.82370485454213e-004
4.52457927927924e+004	4.85289490601094e-007,6.96619645148323e-004
4.53458918918915e+004	5.06157202638956e-007,7.11439510689973e-004
4.54459909909906e+004	5.28344515308693e-007,7.26865183529431e-004
4.55460900900897e+004	5.51964021900119e-007,7.42934703436542e-004
4.56461891891888e+004	5.77140539958660e-007,7.59689362531004e-004
4.57462882882879e+004	6.04012736154505e-007,7.77174060466337e-004
4.58463873873870e+004	6.32735008549800e-007,7.95437707200034e-004
4.59464864864861e+004	6.63479673908393e-007,8.14533680957795e-004
4.60465855855852e+004	6.96439517843649e-007,8.34520350422224e-004
4.61466846846843e+004	7.31830778211840e-007,8.55461671905421e-004
4.62467837837834e+004	7.69896647902879e-007,8.77427874375329e-004
4.63468828828825e+004	8.10911402934796e-007,9.00496247793668e-004
4.64469819819816e+004	8.55185286675712e-007,9.24752053411797e-004
4.65470810810807e+004	9.03070312620611e-007,9.50289578618779e-004
4.66471801801798e+004	9.54967188467534e-007,9.77213363849821e-004
4.67472792792789e+004	1.01133361598596e-006,1.00563963521312e-003
4.68473783783780e+004	1.07269428801673e-006,1.03569798423409e-003
4.69474774774771e+004	1.13965299087827e-006,1.06753334591911e-003
4.70475765765762e+004	1.21290733432228e-006,1.10130833883528e-003
4.71476756756753e+004	1.29326678145331e-006,1.13720604693489e-003
4.72477747747744e+004	1.38167485091997e-006,1.17543334357282e-003
4.73478738738735e+004	1.47923663183695e-006,1.21622488514491e-003
4.74479729729726e+004	1.58725311484367e-006,1.25984793719197e-003
4.75480720720717e+004	1.70726433864866e-006,1.30660824270201e-003
4.76481711711708e+004	1.84110403598133e-006,1.35685720498673e-003
4.77482702702699e+004	1.99096941808465e-006,1.41100074201797e-003
4.78483693693690e+004	2.15951108523706e-006,1.46951028430636e-003
4.79484684684681e+004	2.34994997785672e-006,1.53293654719297e-003
4.80485675675672e+004	2.56623107389068e-006,1.60192692993448e-003
4.81486666666663e+004	2.81322763947835e-006,1.67724770698752e-003
4.82487657657654e+004	3.09701596081840e-006,1.75981262546781e-003
4.83488648648645e+004	3.42524977601719e-006,1.85072017538495e-003
4.84489639639636e+004	3.80767799011391e-006,1.95130276456540e-003
4.85490630630626e+004	4.25687191676796e-006,2.06319248399018e-003
4.86491621621617e+004	4.78926483697637e-006,2.18841038263733e-003
4.87492612612608e+004	5.42666706573662e-006,2.32948967769259e-003
4.88493603603599e+004	6.19852228362965e-006,2.48964896748603e-003
4.89494594594590e+004	7.14535041029927e-006,2.67304083933808e-003
4.90495585585581e+004	8.32414738771845e-006,2.88511715369377e-003
4.91496576576572e+004	9.81712409941927e-006,3.13318030967847e-003
4.92497567567563e+004	1.17463701855249e-005,3.42724120698556e-003
4.93498558558554e+004	1.42995197439348e-005,3.78140331478172e-003
4.94499549549545e+004	1.77769697806970e-005,4.21619206567848e-003
4.95500540540536e+004	2.26841140699382e-005,4.76267958931218e-003
4.96501531531527e+004	2.99252440001720e-005,5.47025701280763e-003
4.97502522522518e+004	4.12506727549165e-005,6.42246786536911e-003
4.98503513513509e+004	6.04197142653783e-005,7.77269439930724e-003
4.99504504504500e+004	9.67663305947851e-005,9.83640727388589e-003
5.00505495495491e+004	1.79116490992526e-004,1.33820998863068e-002
5.01506486486482e+004	4.36983752022508e-004,2.08993660165602e-002
5.02507477477473e+004	2.26348889105923e-003,4.75217566045892e-002
5.03508468468464e+004	2.90317459489862e-002,-1.67893674665127e-001
5.04509459459455e+004	9.45366812098480e-004,-3.07319537278306e-002
5.05510450450446e+004	2.85441474630323e-004,-1.68924221087810e-002
5.06511441441437e+004	1.35819631867162e-004,-1.16532525578417e-002
5.07512432432428e+004	7.91919113285710e-005,-8.89853668146153e-003
5.08513423423419e+004	5.18412837382179e-005,-7.19982591712806e-003
5.09514414414410e+004	3.65753362162046e-005,-6.04757970422048e-003
5.10515405405401e+004	2.71938480346645e-005,-5.21464571654609e-003
5.11516396396392e+004	2.10180159857261e-005,-4.58444402806002e-003
5.12517387387383e+004	1.67368137490007e-005,-4.09098735432200e-003
5.13518378378374e+004	1.36470190117511e-005,-3.69412268538747e-003
5.14519369369365e+004	1.13439001217434e-005,-3.36801574866146e-003
5.15520360360356e+004	9.58112111251548e-006,-3.09529085310738e-003
5.16521351351347e+004	8.20176969672949e-006,-2.86383098762443e-003
5.17522342342338e+004	7.10204476122443e-006,-2.66492837015637e-003
5.18523333333329e+004	6.21105327140006e-006,-2.49216422953211e-003
5.19524324324320e+004	5.47903736412198e-006,-2.34070305068557e-003
5.20525315315311e+004	4.87023822538217e-006,-2.20683277261250e-003
5.21526306306302e+004	4.35842109468317e-006,-2.08765642969766e-003
5.22527297297293e+004	3.92398474114462e-006,-1.98088007113698e-003
5.23528288288284e+004	3.55204516087304e-006,-1.88466362251390e-003
5.24529279279275e+004	3.23113549035995e-006,-1.79751392317902e-003
5.25530270270266e+004	2.95230562456437e-006,-1.71820665077837e-003
5.26531261261257e+004	2.70848700516657e-006,-1.64572842325449e-003
5.27532252252247e+004	2.49403692860538e-006,-1.57923324588190e-003
5.28533243243238e+004	2.30440663853934e-006,-1.51800932123754e-003
5.29534234234229e+004	2.13589620722579e-006,-1.46145345513975e-003
5.30535225225220e+004	1.98547120149684e-006,-1.40905110490416e-003
5.31536216216211e+004	1.85062395188091e-006,-1.36036067016507e-003
5.32537207207202e+004	1.72926743824531e-006,-1.31500100978593e-003
5.33538198198193e+004	1.61965331169362e-006,-1.27264143749966e-003
5.34539189189184e+004	1.52030797501208e-006,-1.23299364044822e-003
5.35540180180175e+004	1.42998231327482e-006,-1.19580510281447e-003
5.36541171171166e+004	1.34761184116056e-006,-1.16085371736518e-003
5.37542162162157e+004	1.27228487052161e-006,-1.12794334188287e-003
5.38543153153148e+004	1.20321690472227e-006,-1.09690011267041e-003
5.39544144144139e+004	1.13972990524019e-006,-1.06756936879971e-003
5.40545135135130e+004	1.08123539877029e-006,-1.03981307223043e-003
5.41546126126121e+004	1.02722063256682e-006,-1.01350763297148e-003
5.42547117117112e+004	9.77237165032880e-007,-9.88542066986871e-004
5.43548108108103e+004	9.30891413868394e-007,-9.64816428928671e-004
5.44549099099094e+004	8.87836786997523e-007,-9.42240473022077e-004
5.45550090090085e+004	8.47767100346211e-007,-9.20732504272031e-004
5.46551081081076e+004	8.10411047376421e-007,-9.00218389163970e-004
5.47552072072067e+004	7.75527532532614e-007,-8.80630700608905e-004
5.48553063063058e+004	7.42901717682321e-007,-8.61907976350221e-004
5.49554054054049e+004	7.12341659665356e-007,-8.43994073647236e-004
5.50555045045040e+004	6.83675440021598e-007,-8.26837605962030e-004
5.51556036036031e+004	6.56748706217309e-007,-8.10391449744516e-004
5.52557027027022e+004	6.31422558273208e-007,-7.94612311345652e-004
5.53558018018013e+004	6.07571726409589e-007,-7.79460345677197e-004
5.54559009009004e+004	5.85082994773684e-007,-7.64898819545484e-004
5.55559999999995e+004	5.63853833974444e-007,-7.50893813670389e-004
5.56560990990986e+004	5.43791211385406e-007,-7.37413958300842e-004
5.57561981981977e+004	5.24810553274076e-007,-7.24430198089193e-004
5.58562972972968e+004	5.06834836999938e-007,-7.11915582515150e-004
5.59563963963959e+004	4.89793794970480e-007,-6.99845078677893e-004
5.60564954954950e+004	4.73623214895244e-007,-6.88195403719770e-004
5.61565945945941e+004	4.58264323243842e-007,-6.76944874521073e-004
5.62566936936932e+004	4.43663240784016e-007,-6.66073272624239e-004
5.63567927927923e+004	4.29770500722064e-007,-6.55561722617119e-004
5.64568918918914e+004	4.16540621347711e-007,-6.45392582436281e-004
5.65569909909905e+004	4.03931726245632e-007,-6.35549344249208e-004
5.66570900900896e+004	3.91905206114120e-007,-6.26016544743985e-004
5.67571891891887e+004	3.80425417058781e-007,-6.16779683801020e-004
5.68572882882878e+004	3.69459410930657e-007,-6.07825150647058e-004
5.69573873873869e+004	3.58976693874952e-007,-5.99140156700576e-004
5.70574864864859e+004	3.48949009765010e-007,-5.90712674411635e-004
5.71575855855850e+004	3.39350145631087e-007,-5.82531381481135e-004
5.72576846846841e+004	3.30155756565778e-007,-5.74585609915394e-004
5.73577837837832e+004	3.21343207907959e-007,-5.66865299434036e-004
5.74578828828823e+004	3.12891432782366e-007,-5.59360954803274e-004
5.75579819819814e+004	3.04780803309511e-007,-5.52063606714118e-004
5.76580810810805e+004	2.96993014005992e-007,-5.44964775866558e-004
5.77581801801796e+004	2.89510976073142e-007,-5.38056439957364e-004
5.78582792792787e+004	2.82318721426498e-007,-5.31331003301268e-004
5.79583783783778e+004	2.75401315452835e-007,-5.24781268843662e-004
5.80584774774769e+004	2.68744777598692e-007,-5.18400412348024e-004
5.81585765765760e+004	2.62336008996506e-007,-5.12181958563426e-004
5.82586756756751e+004	2.56162726423966e-007,-5.06119759197178e-004
5.83587747747742e+004	2.50213401970510e-007,-5.00207972535052e-004
5.84588738738733e+004	2.44477207853774e-007,-4.94441044567114e-004
5.85589729729724e+004	2.38943965889231e-007,-4.88813691490951e-004
5.86590720720715e+004	2.33604101169600e-007,-4.83320883476442e-004
5.87591711711706e+004	2.28448599557561e-007,-4.77957829587205e-004
5.88592702702697e+004	2.23468968636900e-007,-4.72719963763721e-004
5.89593693693688e+004	2.18657201803919e-007,-4.67602931781913e-004
5.90594684684679e+004	2.14005745213533e-007,-4.62602579108918e-004
5.91595675675670e+004	2.09507467323371e-007,-4.57714939584831e-004
5.92596666666661e+004	2.05155630804917e-007,-4.52936224865635e-004
5.93597657657652e+004	2.00943866613540e-007,-4.48262814568250e-004
5.94598648648643e+004	1.96866150029695e-007,-4.43691247063814e-004
5.95599639639634e+004	1.92916778501700e-007,-4.39218210869994e-004
5.96600630630625e+004	1.89090351136794e-007,-4.34840536597349e-004
5.97601621621616e+004	1.85381749701668e-007,-4.30555189408567e-004
5.98602612612607e+004	1.81786121006720e-007,-4.26359261952885e-004
5.99603603603598e+004	1.78298860559918e-007,-4.22249967741112e-004
6.00604594594589e+004	1.74915597386683e-007,-4.18224634929536e-004
6.01605585585580e+004	1.71632179921571e-007,-4.14280700483563e-004
6.02606576576571e+004	1.68444662886082e-007,-4.10415704694317e-004
6.03607567567562e+004	1.65349295074495e-007,-4.06627286023513e-004
6.04608558558553e+004	1.62342507976560e-007,-4.02913176253949e-004
6.05609549549544e+004	1.59420905172095e-007,-3.99271195924630e-004
6.06610540540535e+004	1.56581252438127e-007,-3.95699250031272e-004
6.07611531531526e+004	1.53820468514358e-007,-3.92195323974327e-004
6.08612522522517e+004	1.51135616477277e-007,-3.88757479738081e-004
6.09613513513508e+004	1.48523895677473e-007,-3.85383852285580e-004
6.10614504504499e+004	1.45982634198462e-007,-3.82072646155313e-004
6.11615495495490e+004	1.43509281798770e-007,-3.78822132246581e-004
6.12616486486481e+004	1.41101403302194e-007,-3.75630644781474e-004
6.13617477477471e+004	1.38756672403942e-007,-3.72496578432225e-004
6.14618468468462e+004	1.36472865862996e-007,-3.69418385603552e-004
6.15619459459453e+004	1.34247858053391e-007,-3.66394573860299e-004
6.16620450450444e+004	1.32079615849233e-007,-3.63423703491401e-004
6.17621441441435e+004	1.29966193820292e-007,-3.60504385201828e-004
6.18622432432426e+004	1.27905729716765e-007,-3.57635277924712e-004
6.19623423423417e+004	1.25896440223467e-007,-3.54815086746435e-004
6.20624414414408e+004	1.23936616965213e-007,-3.52042560937928e-004
6.21625405405399e+004	1.22024622746527e-007,-3.49316492085884e-004
6.22626396396390e+004	1.20158888010079e-007,-3.46635712318031e-004
6.23627387387381e+004	1.18337907499414e-007,-3.43999092616978e-004
6.24628378378372e+004	1.16560237112599e-007,-3.41405541217523e-004
6.25629369369363e+004	1.14824490934385e-007,-3.38854002082645e-004
6.26630360360354e+004	1.13129338435398e-007,-3.36343453453701e-004
6.27631351351345e+004	1.11473501827683e-007,-3.33872906470664e-004
6.28632342342336e+004	1.09855753566682e-007,-3.31441403858459e-004
6.29633333333327e+004	1.08274913990463e-007,-3.29048018675764e-004
6.30634324324318e+004	1.06729849087615e-007,-3.26691853122811e-004
6.31635315315309e+004	1.05219468385855e-007,-3.24372037404978e-004
6.32636306306300e+004	1.03742722953941e-007,-3.22087728649158e-004
6.33637297297291e+004	1.02298603509968e-007,-3.19838109870041e-004
6.34638288288282e+004	1.00886138629636e-007,-3.17622388983687e-004
6.35639279279273e+004	9.95043930484676e-008,-3.15439797865839e-004
6.36640270270264e+004	9.81524660523964e-008,-3.13289591452669e-004
6.37641261261255e+004	9.68294899514905e-008,-3.11171046881711e-004
6.38642252252246e+004	9.55346286319365e-008,-3.09083462670919e-004
6.39643243243237e+004	9.42670761817249e-008,-3.07026157933888e-004
6.40644234234228e+004	9.30260555857737e-008,-3.04998471629383e-004
6.41645225225219e+004	9.18108174865046e-008,-3.02999761843456e-004
6.42646216216210e+004	9.06206390061397e-008,-3.01029405102491e-004
6.43647207207201e+004	8.94548226272274e-008,-2.99086795715656e-004
6.44648198198192e+004	8.83126951281245e-008,-2.97171345145283e-004
6.45649189189183e+004	8.71936065703690e-008,-2.95282481403819e-004
6.46650180180174e+004	8.60969293350679e-008,-2.93419648476037e-004
6.47651171171165e+004	8.50220572056031e-008,-2.91582305765285e-004
6.48652162162156e+004	8.39684044941255e-008,-2.89769927562620e-004
6.49653153153147e+004	8.29354052094605e-008,-2.87982002537716e-004
6.50654144144138e+004	8.19225122641918e-008,-2.86218033250533e-004
6.51655135135129e+004	8.09291967188287e-008,-2.84477535682744e-004
6.52656126126120e+004	7.99549470610824e-008,-2.82760038788010e-004
6.53657117117111e+004	7.89992685183980e-008,-2.81065084060214e-004
6.54658108108102e+004	7.80616824019986e-008,-2.79392225118828e-004
6.55659099099093e+004	7.71417254807950e-008,-2.77741027310626e-004
6.56660090090084e+004	7.62389493836203e-008,-2.76111067326989e-004
6.57661081081075e+004	7.53529200283257e-008,-2.74501932836103e-004
6.58662072072065e+004	7.44832170763704e-008,-2.72913222129377e-004
6.59663063063056e+004	7.36294334116056e-008,-2.71344543781432e-004
6.60664054054047e+004	7.27911746420364e-008,-2.69795516323078e-004
6.61665045045038e+004	7.19680586234054e-008,-2.68265767926683e-004
6.62666036036029e+004	7.11597150035136e-008,-2.66754936103406e-004
6.63667027027020e+004	7.03657847862496e-008,-2.65262667411760e-004
6.64668018018011e+004	6.95859199143591e-008,-2.63788617177034e-004
6.65669009009002e+004	6.88197828700365e-008,-2.62332449221076e-004
6.66669999999993e+004	6.80670462924736e-008,-2.60893835602024e-004
6.67670990990984e+004	6.73273926115457e-008,-2.59472456363543e-004
6.68671981981975e+004	6.66005136968604e-008,-2.58067999293160e-004
6.69672972972966e+004	6.58861105214356e-008,-2.56680159689336e-004
6.70673963963957e+004	6.51838928393134e-008,-2.55308640136883e-004
6.71674954954948e+004	6.44935788764519e-008,-2.53953150290402e-004
6.72675945945939e+004	6.38148950342727e-008,-2.52613406665394e-004
6.73676936936930e+004	6.31475756052749e-008,-2.51289132436733e-004
6.74677927927921e+004	6.24913625001561e-008,-2.49980057244207e-004
6.75678918918912e+004	6.18460049859098e-008,-2.48685917004827e-004
6.76679909909903e+004	6.12112594343978e-008,-2.47406453731642e-004
6.77680900900894e+004	6.05868890809205e-008,-2.46141415358793e-004
6.78681891891885e+004	5.99726637923304e-008,-2.44890555572557e-004
6.79682882882876e+004	5.93683598442633e-008,-2.43653633648144e-004
6.80683873873867e+004	5.87737597070744e-008,-2.42430414292019e-004
6.81684864864858e+004	5.81886518400965e-008,-2.41220667489534e-004
6.82685855855849e+004	5.76128304938478e-008,-2.40024168357659e-004
6.83686846846840e+004	5.70460955198433e-008,-2.38840697002619e-004
6.84687837837831e+004	5.64882521876732e-008,-2.37670038382241e-004
6.85688828828822e+004	5.59391110090357e-008,-2.36511982172834e-004
6.86689819819813e+004	5.53984875684204e-008,-2.35366322640435e-004
6.87690810810804e+004	5.48662023601577e-008,-2.34232858516236e-004
6.88691801801795e+004	5.43420806315601e-008,-2.33111392876060e-004
6.89692792792786e+004	5.38259522318982e-008,-2.32001733023710e-004
6.90693783783777e+004	5.33176514669608e-008,-2.30903690378063e-004
6.91694774774768e+004	5.28170169589685e-008,-2.29817080363759e-004
6.92695765765759e+004	5.23238915116115e-008,-2.28741722305356e-004
6.93696756756750e+004	5.18381219800020e-008,-2.27677439324830e-004
6.94697747747741e+004	5.13595591453348e-008,-2.26624058242285e-004
6.95698738738732e+004	5.08880575940632e-008,-2.25581409479760e-004
6.96699729729723e+004	5.04234756014043e-008,-2.24549326968034e-004
6.97700720720714e+004	4.99656750189974e-008,-2.23527648056295e-004
6.98701711711705e+004	4.95145211665467e-008,-2.22516213424602e-004
6.99702702702696e+004	4.90698827272864e-008,-2.21514866999008e-004
7.00703693693687e+004	4.86316316471163e-008,-2.20523455869276e-004
7.01704684684677e+004	4.81996430372593e-008,-2.19541830209081e-004
7.02705675675668e+004	4.77737950803020e-008,-2.18569843198617e-004
7.03706666666659e+004	4.73539689394839e-008,-2.17607350949521e-004
7.04707657657650e+004	4.69400486711060e-008,-2.16654212432039e-004
7.05708648648641e+004	4.65319211399396e-008,-2.15710289404351e-004
7.06709639639632e+004	4.61294759375145e-008,-2.14775446343982e-004
7.07710630630623e+004	4.57326053031780e-008,-2.13849550381229e-004
7.08711621621614e+004	4.53412040478153e-008,-2.12932471234536e-004
7.09712612612605e+004	4.49551694801310e-008,-2.12024081147747e-004
7.10713603603596e+004	4.45744013353915e-008,-2.11124254829176e-004
7.11714594594587e+004	4.41988017065374e-008,-2.10232869392431e-004
7.12715585585578e+004	4.38282749775730e-008,-2.09349804298946e-004
7.13716576576569e+004	4.34627277591496e-008,-2.08474941302132e-004
7.14717567567560e+004	4.31020688262589e-008,-2.07608164393137e-004
7.15718558558551e+004	4.27462090579582e-008,-2.06749359748127e-004
7.16719549549542e+004	4.23950613790515e-008,-2.05898415677050e-004
7.17720540540533e+004	4.20485407036545e-008,-2.05055222573840e-004
7.18721531531524e+004	4.17065638805741e-008,-2.04219672868010e-004
7.19722522522515e+004	4.13690496404355e-008,-2.03391660977580e-004
7.20723513513506e+004	4.10359185444933e-008,-2.02571083263316e-004
7.21724504504497e+004	4.07070929350663e-008,-2.01757837984218e-004
7.22725495495488e+004	4.03824968875353e-008,-2.00951825254234e-004
7.23726486486479e+004	4.00620561638502e-008,-2.00152947000147e-004
7.24727477477470e+004	3.97456981674901e-008,-1.99361106920606e-004
7.25728468468461e+004	3.94333518998256e-008,-1.98576210446267e-004
7.26729459459452e+004	3.91249479178341e-008,-1.97798164700999e-004
7.27730450450443e+004	3.88204182931187e-008,-1.97026878464134e-004
7.28731441441434e+004	3.85196965721867e-008,-1.96262262133719e-004
7.29732432432425e+004	3.82227177379414e-008,-1.95504227690745e-004
7.30733423423416e+004	3.79294181723474e-008,-1.94752688664314e-004
7.31734414414407e+004	3.76397356202264e-008,-1.94007560097737e-004
7.32735405405398e+004	3.73536091541460e-008,-1.93268758515498e-004
7.33736396396389e+004	3.70709791403630e-008,-1.92536201891099e-004
7.34737387387380e+004	3.67917872057851e-008,-1.91809809615727e-004
7.35738378378371e+004	3.65159762059170e-008,-1.91089502467736e-004
7.36739369369362e+004	3.62434901937568e-008,-1.90375202582909e-004
7.37740360360353e+004	3.59742743896102e-008,-1.89666833425492e-004
7.38741351351344e+004	3.57082751517928e-008,-1.88964319759952e-004
7.39742342342335e+004	3.54454399481898e-008,-1.88267587623466e-004
7.40743333333326e+004	3.51857173286441e-008,-1.87576564299098e-004
7.41744324324317e+004	3.49290568981469e-008,-1.86891178289657e-004
7.42745315315308e+004	3.46754092908020e-008,-1.86211359292201e-004
7.43746306306299e+004	3.44247261445403e-008,-1.85537038173191e-004
7.44747297297289e+004	3.41769600765586e-008,-1.84868146944253e-004
7.45748288288280e+004	3.39320646594595e-008,-1.84204618738544e-004
7.46749279279271e+004	3.36899943980693e-008,-1.83546387787701e-004
7.47750270270262e+004	3.34507047069128e-008,-1.82893389399356e-004
7.48751261261253e+004	3.32141518883216e-008,-1.82245559935200e-004
7.49752252252244e+004	3.29802931111590e-008,-1.81602836789585e-004
7.50753243243235e+004	3.27490863901378e-008,-1.80965158368643e-004
7.51754234234226e+004	3.25204905657156e-008,-1.80332464069905e-004
7.52755225225217e+004	3.22944652845463e-008,-1.79704694262421e-004
7.53756216216208e+004	3.20709709804726e-008,-1.79081790267349e-004
7.54757207207199e+004	3.18499688560413e-008,-1.78463694339008e-004
7.55758198198190e+004	3.16314208645241e-008,-1.77850349646386e-004
7.56759189189181e+004	3.14152896924305e-008,-1.77241700255082e-004
7.57760180180172e+004	3.12015387424952e-008,-1.76637691109676e-004
7.58761171171163e+004	3.09901321171259e-008,-1.76038268016512e-004
7.59762162162154e+004	3.07810346022985e-008,-1.75443377626888e-004
7.60763153153145e+004	3.05742116518843e-008,-1.74852967420633e-004
7.61764144144136e+004	3.03696293723962e-008,-1.74266985690069e-004
7.62765135135127e+004	3.01672545081422e-008,-1.73685381524342e-004
7.63766126126118e+004	2.99670544267729e-008,-1.73108104794118e-004
7.64767117117109e+004	2.97689971052111e-008,-1.72535106136626e-004
7.65768108108100e+004	2.95730511159521e-008,-1.71966336941043e-004
7.66769099099091e+004	2.93791856137239e-008,-1.71401749334221e-004
7.67770090090082e+004	2.91873703224956e-008,-1.70841296166724e-004
7.68771081081073e+004	2.89975755228248e-008,-1.70284930999194e-004
7.69772072072064e+004	2.88097720395328e-008,-1.69732608089013e-004
7.70773063063055e+004	2.86239312296990e-008,-1.69184282377276e-004
7.71774054054046e+004	2.84400249709635e-008,-1.68639909476045e-004
7.72775045045037e+004	2.82580256501311e-008,-1.68099445655894e-004
7.73776036036028e+004	2.80779061520653e-008,-1.67562847833726e-004
7.74777027027019e+004	2.78996398488660e-008,-1.67030073560863e-004
7.75778018018010e+004	2.77232005893215e-008,-1.66501081011397e-004
7.76779009009001e+004	2.75485626886268e-008,-1.65975828970795e-004
7.77779999999992e+004	2.73757009183616e-008,-1.65454276824758e-004
7.78780990990983e+004	2.72045904967190e-008,-1.64936384548316e-004
7.79781981981974e+004	2.70352070789788e-008,-1.64422112695169e-004
7.80782972972965e+004	2.68675267482180e-008,-1.63911422387249e-004
7.81783963963956e+004	2.67015260062522e-008,-1.63404275304514e-004
7.82784954954947e+004	2.65371817648004e-008,-1.62900633674958e-004
7.83785945945938e+004	2.63744713368684e-008,-1.62400460264835e-004
7.84786936936929e+004	2.62133724283424e-008,-1.61903718369096e-004
7.85787927927920e+004	2.60538631297896e-008,-1.61410371802021e-004
7.86788918918910e+004	2.58959219084579e-008,-1.60920384888056e-004
7.87789909909901e+004	2.57395276004705e-008,-1.60433722452842e-004
7.88790900900892e+004	2.55846594032082e-008,-1.59950349814434e-004
7.89791891891883e+004	2.54312968678773e-008,-1.59470232774697e-004
7.90792882882874e+004	2.52794198922543e-008,-1.58993337610892e-004
7.91793873873865e+004	2.51290087136056e-008,-1.58519631067430e-004
7.92794864864856e+004	2.49800439017755e-008,-1.58049080347800e-004
7.93795855855847e+004	2.48325063524391e-008,-1.57581653106661e-004
7.94796846846838e+004	2.46863772805143e-008,-1.57117317442102e-004
7.95797837837829e+004	2.45416382137305e-008,-1.56656041888058e-004
7.96798828828820e+004	2.43982709863478e-008,-1.56197795406876e-004
7.97799819819811e+004	2.42562577330239e-008,-1.55742547382044e-004
7.98800810810802e+004	2.41155808828241e-008,-1.55290267611058e-004
7.99801801801793e+004	2.39762231533712e-008,-1.54840926298437e-004
8.00802792792784e+004	2.38381675451310e-008,-1.54394494048881e-004
8.01803783783775e+004	2.37013973358303e-008,-1.53950941860560e-004
8.02804774774766e+004	2.35658960750027e-008,-1.53510241118549e-004
8.03805765765757e+004	2.34316475786614e-008,-1.53072363588380e-004
8.04806756756748e+004	2.32986359240923e-008,-1.52637281409736e-004
8.05807747747739e+004	2.31668454447670e-008,-1.52204967090257e-004
8.06808738738730e+004	2.30362607253714e-008,-1.51775393499484e-004
8.07809729729721e+004	2.29068665969467e-008,-1.51348533862907e-004
8.08810720720712e+004	2.27786481321405e-008,-1.50924361756137e-004
8.09811711711703e+004	2.26515906405650e-008,-1.50502851099198e-004
8.10812702702694e+004	2.25256796642588e-008,-1.50083976150919e-004
8.11813693693685e+004	2.24009009732513e-008,-1.49667711503441e-004
8.12814684684676e+004	2.22772405612250e-008,-1.49254032076833e-004
8.13815675675667e+004	2.21546846412749e-008,-1.48842913113809e-004
8.14816666666658e+004	2.20332196417614e-008,-1.48434330174544e-004
8.15817657657649e+004	2.19128322022555e-008,-1.48028259131594e-004
8.16818648648640e+004	2.17935091695726e-008,-1.47624676164917e-004
8.17819639639631e+004	2.16752375938937e-008,-1.47223557756977e-004
8.18820630630622e+004	2.15580047249712e-008,-1.46824880687951e-004
8.19821621621613e+004	2.14417980084179e-008,-1.46428622031027e-004
8.20822612612604e+004	2.13266050820763e-008,-1.46034759147785e-004
8.21823603603595e+004	2.12124137724663e-008,-1.45643269683668e-004
8.22824594594586e+004	2.10992120913107e-008,-1.45254131563543e-004
8.23825585585577e+004	2.09869882321340e-008,-1.44867322987333e-004
8.24826576576568e+004	2.08757305669357e-008,-1.44482822425745e-004
8.25827567567559e+004	2.07654276429336e-008,-1.44100608616069e-004
8.26828558558550e+004	2.06560681793774e-008,-1.43720660558051e-004
8.27829549549541e+004	2.05476410644295e-008,-1.43342957509858e-004
8.28830540540532e+004	2.04401353521120e-008,-1.42967478984100e-004
8.29831531531522e+004	2.03335402593190e-008,-1.42594204743933e-004
8.30832522522513e+004	2.02278451628902e-008,-1.42223114799237e-004
8.31833513513504e+004	2.01230395967478e-008,-1.41854189402858e-004
8.32834504504495e+004	2.00191132490920e-008,-1.41487409046917e-004
8.33835495495486e+004	1.99160559596557e-008,-1.41122754459196e-004
8.34836486486477e+004	1.98138577170162e-008,-1.40760206599578e-004
8.35837477477468e+004	1.97125086559626e-008,-1.40399746656557e-004
